DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
06/29/2013,3:50,,,40.7191256,-73.7913993,"(40.7191256, -73.7913993)",,,,3,2,0,0,0,0,3,2,Alcohol Involvement,,,,,3034014,PASSENGER VEHICLE,,,,
06/28/2013,9:36,,,,,,6 AVENUE,65 STREET,,0,1,0,0,0,1,0,0,Prescription Medication,Failure to Yield Right-of-Way,,,,143068,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,,,
06/26/2013,10:36,MANHATTAN,10003,40.7369617,-73.9845089,"(40.7369617, -73.9845089)",THIRD AVENUE,EAST 20 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,24233,BUS,,,,
06/24/2013,9:39,,,,,,CHURCH AVENUE,OCEAN PARKWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,132823,LARGE COM VEH(6 OR MORE TIRES),,,,
06/24/2013,16:27,BRONX,10466,40.8968966,-73.8441665,"(40.8968966, -73.8441665)",PITMAN AVENUE,DEREIMER AVENUE,,1,1,1,1,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,97798,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
06/23/2013,9:45,,,40.7191256,-73.7913993,"(40.7191256, -73.7913993)",,,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,3033995,MOTORCYCLE,,,,
06/21/2013,9:24,,,,,,RICHMOND TERRACE,SNUG HARBOR ROAD,,1,1,0,0,0,0,1,1,Unspecified,Unspecified,,,,288608,MOTORCYCLE,PASSENGER VEHICLE,,,
06/20/2013,0:45,,,40.6412074,-73.8771979,"(40.6412074, -73.8771979)",,,,1,1,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,,,,2968312,MOTORCYCLE,UNKNOWN,,,
06/16/2013,3:33,BRONX,10470,40.8962424,-73.8724104,"(40.8962424, -73.8724104)",EAST 233 STREET,ONEIDA AVENUE,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,97734,UNKNOWN,UNKNOWN,,,
06/15/2013,2:01,,,,,,BRAGG STREET,SHORE PARKWAY,,1,1,0,1,0,0,1,0,Alcohol Involvement,,,,,119222,SPORT UTILITY / STATION WAGON,,,,
06/13/2013,0:52,BROOKLYN,11213,40.6659178,-73.9254639,"(40.6659178, -73.9254639)",ROCKAWAY PARKWAY,EAST NEW YORK AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,138205,BUS,,,,
06/13/2013,20:57,,,,,,WEST KINGSBRIDGE ROAD,RESERVOIR AVENUE,,0,1,0,1,0,0,0,0,Pavement Slippery,,,,,108347,PASSENGER VEHICLE,,,,
06/13/2013,23:11,BRONX,10468,40.8593085,-73.8988389,"(40.8593085, -73.8988389)",GRAND CONCOURSE,EAST 184 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,93577,PASSENGER VEHICLE,,,,
06/13/2013,7:27,,,,,,HORACE HARDING EXPRESSWAY,CLOVERDALE BOULEVARD,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,262007,PASSENGER VEHICLE,,,,
06/12/2013,17:31,QUEENS,11354,40.765057,-73.8129201,"(40.765057, -73.8129201)",NORTHERN BOULEVARD,MURRAY STREET,,0,1,0,0,0,0,0,1,Aggressive Driving/Road Rage,Unspecified,,,,250777,MOTORCYCLE,PASSENGER VEHICLE,,,
06/11/2013,12:44,BRONX,10459,40.8196938,-73.9016016,"(40.8196938, -73.9016016)",EAST 160 STREET,PROSPECT AVENUE,,2,1,2,0,0,0,0,1,Unspecified,Unspecified,Unspecified,,,74581,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/11/2013,4:23,BROOKLYN,11211,40.7095517,-73.9588589,"(40.7095517, -73.9588589)",SOUTH 5 STREET,HAVEMEYER STREET,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,196165,PASSENGER VEHICLE,,,,
06/10/2013,23:47,BROOKLYN,11238,40.670658,-73.9579745,"(40.670658, -73.9579745)",EASTERN PARKWAY,FRANKLIN AVENUE,,1,1,0,1,0,0,1,0,Unspecified,,,,,154210,PASSENGER VEHICLE,,,,
06/06/2013,20:57,MANHATTAN,10035,40.8050573,-73.9390342,"(40.8050573, -73.9390342)",EAST 125 STREET,PARK AVENUE,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,Unspecified,,,61006,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,,
06/04/2013,8:15,MANHATTAN,10025,40.7947356,-73.9698722,"(40.7947356, -73.9698722)",WEST 97 STREET,AMSTERDAM AVENUE,,1,1,1,1,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,58683,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/03/2013,18:15,MANHATTAN,10022,40.7563818,-73.9643237,"(40.7563818, -73.9643237)",EAST 54 STREET,1 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,35240,VAN,,,,
06/02/2013,19:45,MANHATTAN,10029,40.7942333,-73.9469462,"(40.7942333, -73.9469462)",PARK AVENUE,EAST 108 STREET,,0,1,0,0,0,1,0,0,Physical Disability,Unspecified,,,,56576,PASSENGER VEHICLE,BICYCLE,,,
05/31/2013,19:39,QUEENS,11422,40.650285,-73.7349679,"(40.650285, -73.7349679)",CRAFT AVENUE,255 STREET,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,223884,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
05/27/2013,12:04,BROOKLYN,11214,40.6020295,-73.9985631,"(40.6020295, -73.9985631)",BENSON AVENUE,BAY 26 STREET,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,123681,SPORT UTILITY / STATION WAGON,BICYCLE,,,
05/27/2013,22:13,BROOKLYN,11214,40.6057155,-74.0091907,"(40.6057155, -74.0091907)",BATH AVENUE,BAY 14 STREET,,0,1,0,0,0,0,0,1,Prescription Medication,Unspecified,,,,123682,PASSENGER VEHICLE,MOTORCYCLE,,,
05/26/2013,5:06,BRONX,10457,40.8468635,-73.9014132,"(40.8468635, -73.9014132)",WEBSTER AVENUE,EAST 176 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,93466,PASSENGER VEHICLE,,,,
05/26/2013,0:01,,,40.5955332,-73.9988553,"(40.5955332, -73.9988553)",,,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,2946547,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/19/2013,1:13,BROOKLYN,11238,40.671645,-73.9625737,"(40.671645, -73.9625737)",EASTERN PARKWAY,WASHINGTON AVENUE,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,174141,TAXI,BICYCLE,,,
05/17/2013,15:31,BRONX,10452,40.8409303,-73.912698,"(40.8409303, -73.912698)",GRAND CONCOURSE,EAST 172 STREET,,2,1,2,1,0,0,0,0,Following Too Closely,Unspecified,,,,86954,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/16/2013,19:23,QUEENS,11421,40.6866849,-73.8539966,"(40.6866849, -73.8539966)",ATLANTIC AVENUE,88 STREET,,0,1,0,1,0,0,0,0,Traffic Control Disregarded,,,,,206156,PASSENGER VEHICLE,,,,
05/15/2013,19:20,BRONX,10472,40.8284182,-73.860674,"(40.8284182, -73.860674)",WHITE PLAINS ROAD,WATSON AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,82984,PASSENGER VEHICLE,,,,
05/14/2013,21:58,QUEENS,11106,40.7686302,-73.935822,"(40.7686302, -73.935822)",VERNON BOULEVARD,31 DRIVE,,0,1,0,0,0,0,0,1,Unspecified,,,,,276000,MOTORCYCLE,,,,
05/13/2013,3:54,,,,,,,,,4,1,0,0,0,0,4,1,Alcohol Involvement,,,,,2988313,PASSENGER VEHICLE,,,,
05/12/2013,13:40,QUEENS,11372,40.7484162,-73.8764794,"(40.7484162, -73.8764794)",90 STREET,ROOSEVELT AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,282045,PASSENGER VEHICLE,,,,
05/10/2013,19:47,BROOKLYN,11208,40.6767657,-73.8805058,"(40.6767657, -73.8805058)",LIBERTY AVENUE,BERRIMAN STREET,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,167019,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
05/07/2013,23:38,,,40.6649967,-73.8022829,"(40.6649967, -73.8022829)",,,,0,1,0,0,0,0,0,1,Unspecified,,,,,3097159,MOTORCYCLE,,,,
05/06/2013,11:40,BRONX,10453,40.8504784,-73.9154253,"(40.8504784, -73.9154253)",UNIVERSITY AVENUE,WEST TREMONT AVENUE,,0,1,0,0,0,0,0,1,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,93367,SPORT UTILITY / STATION WAGON,OTHER,VAN,OTHER,SPORT UTILITY / STATION WAGON
05/01/2013,20:30,QUEENS,11432,40.7103517,-73.7938951,"(40.7103517, -73.7938951)",168 PLACE,HILLSIDE AVENUE,,0,1,0,1,0,0,0,0,Other Electronic Device,Other Vehicular,Other Vehicular,Unspecified,,235642,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
04/30/2013,10:38,,,,,,82 STREET,4 AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,142674,SPORT UTILITY / STATION WAGON,,,,
04/30/2013,17:27,MANHATTAN,10026,40.8032165,-73.9525305,"(40.8032165, -73.9525305)",WEST 116 STREET,SAINT NICHOLAS AVENUE,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,64244,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/24/2013,22:56,,,40.812804,-73.9344344,"(40.812804, -73.9344344)",,,,0,1,0,1,0,0,0,0,Unspecified,,,,,2864594,SPORT UTILITY / STATION WAGON,,,,
04/23/2013,11:51,QUEENS,11368,40.758973,-73.845074,"(40.758973, -73.845074)",,,35-01 126 STREET,2,1,2,1,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,Unspecified,,257041,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
04/22/2013,20:09,BROOKLYN,11201,40.6960346,-73.9845292,"(40.6960346, -73.9845292)",FLATBUSH AVENUE EXTENSION,TILLARY STREET,,0,1,0,0,0,0,0,1,Failure to Yield Right-of-Way,Unspecified,,,,189454,UNKNOWN,MOTORCYCLE,,,
04/17/2013,15:51,BROOKLYN,11236,40.641947,-73.9166193,"(40.641947, -73.9166193)",FOSTER AVENUE,EAST 83 STREET,,1,1,0,1,0,0,1,0,Unspecified,,,,,145973,SPORT UTILITY / STATION WAGON,,,,
04/16/2013,6:26,MANHATTAN,10075,40.7742786,-73.959393,"(40.7742786, -73.959393)",EAST 78 STREET,LEXINGTON AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,48214,SPORT UTILITY / STATION WAGON,,,,
04/15/2013,23:52,QUEENS,11429,40.7092547,-73.7500306,"(40.7092547, -73.7500306)",208 STREET,109 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,223193,PASSENGER VEHICLE,,,,
04/09/2013,20:28,,,,,,KINGS HIGHWAY,CLARENDON ROAD,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,137569,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
04/06/2013,4:33,MANHATTAN,10030,40.8158288,-73.9470338,"(40.8158288, -73.9470338)",WEST 134 STREET,8 AVENUE,,0,1,0,0,0,0,0,1,Outside Car Distraction,Unspecified,,,,67102,PASSENGER VEHICLE,LIVERY VEHICLE,,,
04/04/2013,4:17,BROOKLYN,11203,40.6485398,-73.9242472,"(40.6485398, -73.9242472)",KINGS HIGHWAY,TILDEN AVENUE,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,137514,PASSENGER VEHICLE,,,,
04/03/2013,12:47,BROOKLYN,11217,40.6848568,-73.9780417,"(40.6848568, -73.9780417)",FLATBUSH AVENUE,4 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,177325,LARGE COM VEH(6 OR MORE TIRES),,,,
04/03/2013,19:35,QUEENS,11373,40.7449415,-73.8873378,"(40.7449415, -73.8873378)",BROADWAY,78 STREET,,1,1,0,1,0,0,1,0,Unspecified,,,,,256924,BUS,,,,
04/01/2013,6:17,BROOKLYN,11209,40.6227987,-74.0283499,"(40.6227987, -74.0283499)",4 AVENUE,86 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,142497,PASSENGER VEHICLE,,,,
04/01/2013,4:23,,,,,,BRUCKNER BOULEVARD,EAST 136 STREET,,0,2,0,2,0,0,0,0,Unspecified,,,,,74143,UNKNOWN,,,,
03/29/2013,17:40,,,,,,HYLAN BOULEVARD,TYSENS LANE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,297274,PASSENGER VEHICLE,,,,
03/26/2013,11:54,,,40.6653987,-73.8295113,"(40.6653987, -73.8295113)",,,,1,1,0,1,0,0,1,0,Unspecified,,,,,3023625,MOTORCYCLE,,,,
03/26/2013,23:16,,,40.7353396,-73.916885,"(40.7353396, -73.916885)",,,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,3045300,SPORT UTILITY / STATION WAGON,,,,
03/23/2013,17:19,BROOKLYN,11235,40.5862603,-73.9489224,"(40.5862603, -73.9489224)",OCEAN AVENUE,VOORHIES AVENUE,,2,1,2,1,0,0,0,0,Physical Disability,,,,,118561,PASSENGER VEHICLE,,,,
03/20/2013,16:04,,,,,,WEBSTER AVENUE,EAST 187 STREET,,4,1,0,0,0,0,4,1,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,93175,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
03/18/2013,19:16,QUEENS,11411,40.6869658,-73.7383125,"(40.6869658, -73.7383125)",FRANCIS LEWIS BOULEVARD,226 STREET,,0,1,0,0,0,0,0,1,Unspecified,,,,,222821,SPORT UTILITY / STATION WAGON,,,,
03/17/2013,15:45,,,,,,VAN CORTLANDT AVENUE EAST,MOSHOLU PARKWAY,,0,1,0,1,0,0,0,0,Fell Asleep,,,,,111068,PASSENGER VEHICLE,,,,
03/17/2013,3:20,,,40.7200909,-73.7826919,"(40.7200909, -73.7826919)",,,,0,1,0,0,0,0,0,1,Alcohol Involvement,Traffic Control Disregarded,,,,3033754,PASSENGER VEHICLE,TAXI,,,
03/13/2013,6:37,,,,,,HAMILTON AVENUE,COURT STREET,,0,1,0,1,0,0,0,0,View Obstructed/Limited,,,,,171461,OTHER,,,,
03/11/2013,4:46,,,,,,JAMAICA AVENUE,EUCLID AVENUE,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,166274,PASSENGER VEHICLE,BUS,,,
03/11/2013,10:57,QUEENS,11101,40.7451772,-73.9372593,"(40.7451772, -73.9372593)",THOMSON AVENUE,30 STREET,,4,1,4,1,0,0,0,0,Unspecified,,,,,241411,SPORT UTILITY / STATION WAGON,,,,
